number,prefix,specialPrefix,firstName,lastName,const_id,partyNumber,party
7,นางสาว,,นงลักษณ์,ทุงจันทร์,มหาสารคาม-1,9,เพื่อไทย
8,นาย,,กิจอนันต์,วิริยะสุข,มหาสารคาม-1,11,เศรษฐกิจ
9,พ.ต.อ.,,ชัยสิทธิ์,ภความนตรี,มหาสารคาม-1,43,พลังประชารัฐ
10,นาย,,รณรงค์,ชารีคง,มหาสารคาม-1,8,ประชาธิปไตยใหม่
1,นางสาว,,ขวัญอิสรา,ศรีสังข์,มหาสารคาม-2,43,พลังประชารัฐ
2,นาย,,สมพร,คุ้มพงษ์พันธ์,มหาสารคาม-2,6,รวมไทยสร้างชาติ
3,นาย,,สุทธิ์สวัสดิ์,บัวบาน,มหาสารคาม-2,42,กล้าธรรม
4,นาย,,ไชยวัฒนา,ติณรัตน์,มหาสารคาม-2,9,เพื่อไทย
5,นาย,,ประวัติ,ทองสมบูรณ์,มหาสารคาม-2,37,ภูมิใจไทย
6,นาย,,ณัฐพัชร์,วงศ์พัฒนาธนเดช,มหาสารคาม-2,27,ประชาธิปัตย์
7,นาย,,พิบูลย์,จันทศิลป์,มหาสารคาม-2,49,ไทยก้าวใหม่
8,นาย,,ธงชัย,เบอร์ไธสง,มหาสารคาม-2,46,ประชาชน
9,นาย,,ทวีศักดิ์,ปะหุปะไพ,มหาสารคาม-2,8,ประชาธิปไตยใหม่
10,นาย,,อำนาจธรรม,ฮามคำไพ,มหาสารคาม-2,11,เศรษฐกิจ
11,นาย,,บัญชา,บัณฑิตเสน,มหาสารคาม-2,36,ไทยพร้อม
1,นาย,,จักรกริช,ด่านแก้ว,มหาสารคาม-3,46,ประชาชน
2,นาย,,ภาสกร,โยธะไชยสาร,มหาสารคาม-3,27,ประชาธิปัตย์
3,นางสาว,,บังอร,มุมกลาง,มหาสารคาม-3,6,รวมไทยสร้างชาติ
4,นาย,,ปัญญา,ภูเฮืองแก้ว,มหาสารคาม-3,26,คลองไทย
5,นาย,,ยุทธพงศ์,จรัสเสถียร,มหาสารคาม-3,9,เพื่อไทย
6,นาย,,ลัทธชัย,โชคชัยวัฒนากร,มหาสารคาม-3,37,ภูมิใจไทย
7,นาง,,ศิริพร,หลิน,มหาสารคาม-3,42,กล้าธรรม
8,นาย,,ธีราพัทธ์,พาณิชย์,มหาสารคาม-3,49,ไทยก้าวใหม่
9,นาย,,กุลธร,แก้ววิเศษ,มหาสารคาม-3,11,เศรษฐกิจ
10,นาย,,กิติศักดิ์,พิมดา,มหาสารคาม-3,10,ทางเลือกใหม่
11,นาย,,ประมวล,พานมาตย์,มหาสารคาม-3,31,ประชากรไทย
1,นาย,,สรรพภัญญู,ศิริไปล์,มหาสารคาม-4,9,เพื่อไทย
2,นาย,,วันชนะ,ชัยรุ่งเรือง,มหาสารคาม-4,46,ประชาชน
3,นาย,,วิเชียร,จงชูวณิชย์,มหาสารคาม-4,37,ภูมิใจไทย
4,นาย,,อำนาจ,ทบทอบ,มหาสารคาม-4,8,ประชาธิปไตยใหม่
5,นาย,,เกษม,สิงพร,มหาสารคาม-4,6,รวมไทยสร้างชาติ
6,นาย,,ชนินทร์,มีนาสันติรักษ์,มหาสารคาม-4,42,กล้าธรรม
7,นาย,,เนตร,แก้วลาด,มหาสารคาม-4,27,ประชาธิปัตย์
8,นาย,,ประสงค์,กันพล,มหาสารคาม-4,43,พลังประชารัฐ
1,นาย,,จิรวัฒน์,ศิริพานิชย์,มหาสารคาม-5,9,เพื่อไทย
2,นางสาว,,พัชราศิณี,ศิริโกมุท,มหาสารคาม-5,11,เศรษฐกิจ
3,นาย,,โกศล,คาดพันโน,มหาสารคาม-5,43,พลังประชารัฐ
4,นาย,,อวยชัย,วะทา,มหาสารคาม-5,37,ภูมิใจไทย
5,นาย,,ประภาส,เนื่องแก้ว,มหาสารคาม-5,49,ไทยก้าวใหม่
6,นาย,,ปรัตธนกรณ์,โยธาราช,มหาสารคาม-5,46,ประชาชน
7,นาย,,คำดี,แสงไพร,มหาสารคาม-5,42,กล้าธรรม
8,นางสาว,,วิภาวี,ลืออุติกุลวงศ์,มหาสารคาม-5,27,ประชาธิปัตย์
9,นาย,,เศรษฐวัฒน์,ศิริโกมุท,มหาสารคาม-5,36,ไทยพร้อม
10,นาง,,สุภาพร,ทองเจริญ,มหาสารคาม-5,10,ทางเลือกใหม่
11,นาย,,กิตติ,รัตนแสง,มหาสารคาม-5,8,ประชาธิปไตยใหม่
1,นาง,,คมคาย,อุดรพิมพ์,มหาสารคาม-6,37,ภูมิใจไทย
2,นาง,,เพียงพิศ,เดชมาลา,มหาสารคาม-6,46,ประชาชน
3,นาย,,บุรินทร์,นามโร,มหาสารคาม-6,42,กล้าธรรม
4,นาย,,รัฐ,คลังแสง,มหาสารคาม-6,9,เพื่อไทย
5,นาย,,จักริน,แดนสมปัดสา,มหาสารคาม-6,49,ไทยก้าวใหม่
6,นางสาว,,ธัญลักษณ์,อุทัยจอม,มหาสารคาม-6,27,ประชาธิปัตย์
7,นาย,,วรเวช,ศิริประเสริฐศรี,มหาสารคาม-6,6,รวมไทยสร้างชาติ
8,นาย,,สรเชษฐ์,โพธิรุกข์,มหาสารคาม-6,28,ไทยก้าวหน้า
9,นาย,,ภาสกร,สิทธิหาโคตร,มหาสารคาม-6,11,เศรษฐกิจ
1,นาย,,วีระธาร,มาศเกษม,ร้อยเอ็ด-1,46,ประชาชน
2,นางสาว,,สุดารัตน์,วรรณพัฒน์,ร้อยเอ็ด-1,27,ประชาธิปัตย์
3,นางสาว,,เกตุวรินทร์,ไฮเนกเคอ,ร้อยเอ็ด-1,6,รวมไทยสร้างชาติ
4,นาย,,สถาพร,ว่องสัธนพงษ์,ร้อยเอ็ด-1,9,เพื่อไทย
5,นาย,,อนุรักษ์,จุรีมาศ,ร้อยเอ็ด-1,37,ภูมิใจไทย
1,นาย,,ทินกร,อ่อนประทุม,ร้อยเอ็ด-2,37,ภูมิใจไทย
2,นาย,,เอกรัฐ,พลซื่อ,ร้อยเอ็ด-2,42,กล้าธรรม
3,นางสาว,,นริศรา,ประเสริฐสังข์,ร้อยเอ็ด-2,46,ประชาชน
4,นาย,,ฉลาด,ขามช่วง,ร้อยเอ็ด-2,9,เพื่อไทย
5,นางสาว,,บุญยรัตน์,อาษาศึก,ร้อยเอ็ด-2,6,รวมไทยสร้างชาติ
6,นางสาว,,สุรัสวดี,ดวงสมศรี,ร้อยเอ็ด-2,7,พลวัต
7,นาย,,วิชัย,เบ็ญชูสิทธิ์,ร้อยเอ็ด-2,27,ประชาธิปัตย์
8,นางสาว,,จุฑามาศ,ธานีวรรณ์,ร้อยเอ็ด-2,8,ประชาธิปไตยใหม่
1,นางสาว,,วาสินีพร,พลเยี่ยม,ร้อยเอ็ด-3,37,ภูมิใจไทย
2,นางสาว,,สิวินีย์,ปากชำนิ,ร้อยเอ็ด-3,27,ประชาธิปัตย์
3,นาง,,รัชนี,พลซื่อ,ร้อยเอ็ด-3,42,กล้าธรรม
4,นาย,,ร่วมภูมิศักดิ์,พลเยี่ยม,ร้อยเอ็ด-3,43,พลังประชารัฐ
5,นาย,,แทนรัฐ,สุจารี,ร้อยเอ็ด-3,9,เพื่อไทย
6,นาย,,กษิเดช,แก้วภูมิแห่,ร้อยเอ็ด-3,46,ประชาชน
7,นาย,,พงษ์ศักดิ์,เสียงใส,ร้อยเอ็ด-3,38,พลังธรรมใหม่
8,นางสาว,,สนัฎฐา,ขัติยนนท์,ร้อยเอ็ด-3,6,รวมไทยสร้างชาติ
9,นาย,,ธนาภัทร,แก้วอรุณ,ร้อยเอ็ด-3,11,เศรษฐกิจ
1,นางสาว,,มารยาท,มานัส,ร้อยเอ็ด-4,27,ประชาธิปัตย์
2,นางสาว,,สุทธิกานต์,สิทธิ์ประภากูล,ร้อยเอ็ด-4,44,โอกาสใหม่
3,นาย,,วัจน์คมกริช,ศรีวะรมย์,ร้อยเอ็ด-4,46,ประชาชน
4,นาย,,ศุภศิษย์,กอเจริญยศ,ร้อยเอ็ด-4,9,เพื่อไทย
5,นาย,,นีโอ,พลซื่อ,ร้อยเอ็ด-4,42,กล้าธรรม
6,นางสาว,,ดนิตา,มาบุญธรรม,ร้อยเอ็ด-4,49,ไทยก้าวใหม่
7,นางสาว,,กัญจน์พร,วงศ์เวไนย,ร้อยเอ็ด-4,43,พลังประชารัฐ
8,นาย,,นรากร,นาเมืองรักษ์,ร้อยเอ็ด-4,37,ภูมิใจไทย
9,นาย,,ชัยชนะ,รัตนชัยฤทธิ์,ร้อยเอ็ด-4,6,รวมไทยสร้างชาติ
10,นาย,,เกียรติศักดิ์,วรรณพาด,ร้อยเอ็ด-4,7,พลวัต
1,นาย,,สนิท,กล้าหาญ,ร้อยเอ็ด-5,46,ประชาชน
2,นางสาว,,รวินดา,วรกาญจนบุญ,ร้อยเอ็ด-5,42,กล้าธรรม
3,นาย,,วีระชัย,จารย์รัตน์,ร้อยเอ็ด-5,29,ไทยภักดี
4,นาย,,จิรายุ,มณีพันธ์,ร้อยเอ็ด-5,27,ประชาธิปัตย์
5,นาย,,ชัยวุฒิ,เอี่ยมรัศมีกุล,ร้อยเอ็ด-5,37,ภูมิใจไทย
6,นางสาว,,จิราพร,สินธุไพร,ร้อยเอ็ด-5,9,เพื่อไทย
7,นางสาว,,สุนิดษา,เวฎสุวัณ,ร้อยเอ็ด-5,43,พลังประชารัฐ
8,นาย,,เผด็จ,สลักศิลป์,ร้อยเอ็ด-5,6,รวมไทยสร้างชาติ
1,นาย,,กันตภณ,โชคกลางเดือน,ร้อยเอ็ด-6,6,รวมไทยสร้างชาติ
2,นาย,,กิตติ,สมทรัพย์,ร้อยเอ็ด-6,37,ภูมิใจไทย
3,นาย,,สมบัติ,ขันโมลี,ร้อยเอ็ด-6,27,ประชาธิปัตย์
4,นาย,,ทองลี,มีหินกอง,ร้อยเอ็ด-6,9,เพื่อไทย
5,นาย,,ประทีป,โสดา,ร้อยเอ็ด-6,48,ไทยสร้างไทย
6,นาย,,คารม,พลพรกลาง,ร้อยเอ็ด-6,43,พลังประชารัฐ
7,นางสาว,,วรานันท์,พิมพ์ดี,ร้อยเอ็ด-6,46,ประชาชน
8,นาย,,พิชัย,น้ำกระจาย,ร้อยเอ็ด-6,42,กล้าธรรม
1,นาย,,ฐาปนา,กาสิงห์,ร้อยเอ็ด-7,46,ประชาชน
2,นาย,,สุชาติ,บุรีรัตน์,ร้อยเอ็ด-7,27,ประชาธิปัตย์
3,นาง,,นวรัตน์,พาโคกทม,ร้อยเอ็ด-7,9,เพื่อไทย
4,นาย,,ชัชวาล,แพทยาไทย,ร้อยเอ็ด-7,48,ไทยสร้างไทย
5,นาย,,จิระณัฏฐ์,ไชยวารี,ร้อยเอ็ด-7,6,รวมไทยสร้างชาติ
6,นาย,,สีดา,บุตรนาแพง,ร้อยเอ็ด-7,11,เศรษฐกิจ
1,นาย,,นราเอก,คำสนาม,ร้อยเอ็ด-8,48,ไทยสร้างไทย
2,นาย,,ฐิติพงศ์,พันธุ์พาณิชย์,ร้อยเอ็ด-8,6,รวมไทยสร้างชาติ
3,นางสาว,,อรุณทิพย์,สุวรรณนันท์,ร้อยเอ็ด-8,43,พลังประชารัฐ
4,พันเอก,,สุพล,พละสุ,ร้อยเอ็ด-8,11,เศรษฐกิจ
5,นาย,,พัฒนพงศ์,แก้วแสงใส,ร้อยเอ็ด-8,7,พลวัต
6,นางสาว,,ชญาภา,สินธุไพร,ร้อยเอ็ด-8,9,เพื่อไทย
7,นางสาว,,สุดาวรรณ์,ดาวเรือง,ร้อยเอ็ด-8,27,ประชาธิปัตย์
8,นาย,,พัฒนา,พระไชยบุญ,ร้อยเอ็ด-8,46,ประชาชน
9,นาย,,ธนชัย,สินธุไพร,ร้อยเอ็ด-8,37,ภูมิใจไทย
10,นาย,,ศักดิ์ชัย,ราชาวงค์,ร้อยเอ็ด-8,12,เสรีรวมไทย
1,นาย,,พีระพันธุ์,ดวงประทุม,กาฬสินธุ์-1,46,ประชาชน
2,นาย,,จักรินทร์,พิมรินทร์,กาฬสินธุ์-1,6,รวมไทยสร้างชาติ
3,นางสาว,,ปฐมาภรณ์,มงคลสินธุ์,กาฬสินธุ์-1,27,ประชาธิปัตย์
4,นาย,,ประดิษฐ์,ฉัตรจรัสกูล,กาฬสินธุ์-1,42,กล้าธรรม
5,นาย,,เทิดแผ่นดินทอง,ธารชัย,กาฬสินธุ์-1,37,ภูมิใจไทย
6,นาย,,วิรัช,พิมพะนิตย์,กาฬสินธุ์-1,9,เพื่อไทย
7,นาย,,ปภัทร,เฮงไพบูลย์,กาฬสินธุ์-1,43,พลังประชารัฐ
8,นาย,,ชัย,คูสกุลรัตน์,กาฬสินธุ์-1,11,เศรษฐกิจ
9,นาย,,ยาโกรคาน,ปาทาน,กาฬสินธุ์-1,10,ทางเลือกใหม่
10,นาย,,ไสว,เกื้ออนันต์,กาฬสินธุ์-1,31,ประชากรไทย
11,นางสาว,,สาวิตรี,ไชยสัตย์,กาฬสินธุ์-1,56,เพื่อบ้านเมือง
1,นาย,,อรรถวัฒน์,มณีพันธุ์,กาฬสินธุ์-2,27,ประชาธิปัตย์
2,นางสาว,,ยศรินทร์,ทองเดือน,กาฬสินธุ์-2,11,เศรษฐกิจ
3,นาย,,เกียรติศักดิ์,ตั้งรุ่งเรืองอยู่,กาฬสินธุ์-2,46,ประชาชน
4,นาย,,อนิศ,โอสถานุเคราะห์,กาฬสินธุ์-2,37,ภูมิใจไทย
5,นาย,,พลากร,พิมพะนิตย์,กาฬสินธุ์-2,9,เพื่อไทย
6,พันตำรวจเอก,,เรืองยศ,ภูพานเพชร,กาฬสินธุ์-2,42,กล้าธรรม
7,นาย,,จีรศักดิ์,ภูโคกหิน,กาฬสินธุ์-2,6,รวมไทยสร้างชาติ
8,นาย,,จรวย,ปู่หลุ่น,กาฬสินธุ์-2,8,ประชาธิปไตยใหม่
9,นาย,,สุทิน,คำนาดี,กาฬสินธุ์-2,10,ทางเลือกใหม่
10,นาย,,ชัยทัศน์,อัดโดดดร,กาฬสินธุ์-2,43,พลังประชารัฐ
1,นาย,,เดชบดินทร์,พยุงแสนกุล,กาฬสินธุ์-3,37,ภูมิใจไทย
2,นางสาว,,ศิรินันท์,ภูมิเหล่าแจ้ง,กาฬสินธุ์-3,9,เพื่อไทย
3,นาย,,วีรภัทร,ราชชมภู,กาฬสินธุ์-3,46,ประชาชน
4,นาย,,จำลอง,ภูนวนทา,กาฬสินธุ์-3,42,กล้าธรรม
5,นาง,,บงกช,ผิวคำ,กาฬสินธุ์-3,6,รวมไทยสร้างชาติ
6,นาย,,ศุภสิทธิ์,เฮงไพบูลย์,กาฬสินธุ์-3,43,พลังประชารัฐ
7,นาย,,ณพงษ์ชัย,เชี่ยวรุ่งโรจน์,กาฬสินธุ์-3,10,ทางเลือกใหม่
8,นาย,,ปราการ,อุตส่าห์,กาฬสินธุ์-3,11,เศรษฐกิจ
9,นาย,,สัมพันธ์,ภูแป้ง,กาฬสินธุ์-3,27,ประชาธิปัตย์
10,นาง,,คำพันธ์,เม็นไธสงค์,กาฬสินธุ์-3,8,ประชาธิปไตยใหม่
11,นางสาว,,จินตนา,ภูหญ้าแพรด,กาฬสินธุ์-3,49,ไทยก้าวใหม่
12,นางสาว,,รุ่งรุจี,สารครศรี,กาฬสินธุ์-3,56,เพื่อบ้านเมือง
1,นาย,,สุระชัย,ไชยทองศรี,กาฬสินธุ์-4,6,รวมไทยสร้างชาติ
2,นาย,,อภิยุทธ,ณ กาฬสินธุ์,กาฬสินธุ์-4,46,ประชาชน
3,นาย,,วิรัตน์,ภูต้องใจ,กาฬสินธุ์-4,37,ภูมิใจไทย
4,นาย,,ณัฐวัชต์,พิมพะนิตย์,กาฬสินธุ์-4,9,เพื่อไทย
5,นาย,,ชอบเรียน,วงศ์ศิริ,กาฬสินธุ์-4,27,ประชาธิปัตย์
6,นาย,,วิศรุต,พัฒนชัย,กาฬสินธุ์-4,10,ทางเลือกใหม่
7,นาย,,ทองพูล,พลพุทธา,กาฬสินธุ์-4,11,เศรษฐกิจ
8,นางสาว,,ประภา,เฮงไพบูลย์,กาฬสินธุ์-4,43,พลังประชารัฐ
9,นาย,,ชนินทร์,คะอังกุ,กาฬสินธุ์-4,42,กล้าธรรม
10,นาย,,ชูถิ่น,จำเริญเจือ,กาฬสินธุ์-4,31,ประชากรไทย
11,นางสาว,,ธีรัตม์,ด้วยโชติ,กาฬสินธุ์-4,8,ประชาธิปไตยใหม่
12,นางสาว,,วาสนา,แสนบุญศิริ,กาฬสินธุ์-4,56,เพื่อบ้านเมือง
1,นาย,,ทินพล,ศรีธเรศ,กาฬสินธุ์-5,9,เพื่อไทย
2,นาย,,เริงชาติ,ศรีขจรวงศ์,กาฬสินธุ์-5,42,กล้าธรรม
3,ร้อยตรี,,สินธร,ไร่สงวน,กาฬสินธุ์-5,31,ประชากรไทย
4,นาง,,วิไลพร,นิพัฒน์,กาฬสินธุ์-5,44,โอกาสใหม่
5,นางสาว,,บุญญาภา,ปุณณนิฏฐา,กาฬสินธุ์-5,37,ภูมิใจไทย
6,นาย,,ทองหลอม,ถิตย์สิทธิ์,กาฬสินธุ์-5,6,รวมไทยสร้างชาติ
7,นาย,,สุวิทย์,นันอำไพ,กาฬสินธุ์-5,27,ประชาธิปัตย์
8,นาง,,รัศมี,โพธะศรี,กาฬสินธุ์-5,11,เศรษฐกิจ
9,นาย,,ทวี,ขาวผ่อง,กาฬสินธุ์-5,46,ประชาชน
10,นาย,,ทวีคิด,อุปกา,กาฬสินธุ์-5,8,ประชาธิปไตยใหม่
11,นาย,,วรพรต,สมบัติมล,กาฬสินธุ์-5,10,ทางเลือกใหม่
1,นาย,,ปรีชา,นันอำไพ,กาฬสินธุ์-6,27,ประชาธิปัตย์
2,นาย,,ภูมิพิพัฒน์,ไชยทองศรี,กาฬสินธุ์-6,6,รวมไทยสร้างชาติ
3,นาย,,ชนะวุธ,อุทโท,กาฬสินธุ์-6,9,เพื่อไทย
4,นาย,,สุขพัฒน์,คุณธวงศ์,กาฬสินธุ์-6,46,ประชาชน
5,นาย,,ณัฐวัฒน์,กาฬหว้า,กาฬสินธุ์-6,7,พลวัต
6,นาย,,ประเสริฐ,บุญเรือง,กาฬสินธุ์-6,37,ภูมิใจไทย
7,นาย,,สุรพงษ์,พลซื่อ,กาฬสินธุ์-6,42,กล้าธรรม
8,นาย,,ณัฏฐพงศ์,โพธะศรี,กาฬสินธุ์-6,11,เศรษฐกิจ
9,นาย,,จุฬา,ศรีบุตตะ,กาฬสินธุ์-6,43,พลังประชารัฐ
10,นางสาว,,วรัญญา,เพียรสดับ,กาฬสินธุ์-6,56,เพื่อบ้านเมือง
1,นาย,,พินิตเมธ,ทีฆธนานนท์,สกลนคร-1,37,ภูมิใจไทย
2,นาง,,ยุพาวรรณ,จักรพิมพ์,สกลนคร-1,27,ประชาธิปัตย์
3,นาย,,เสน่ห์,เพ็ชร์รุ่ง,สกลนคร-1,6,รวมไทยสร้างชาติ
4,นาย,,ตวงสิทธิ์,พงษ์พิศ,สกลนคร-1,46,ประชาชน
5,นาย,,ตวงภัทร,ตีรสวัสดิชัย,สกลนคร-1,9,เพื่อไทย
6,นาย,,สิรภพ,สมผล,สกลนคร-1,42,กล้าธรรม
7,นาย,,วิชิต,แก้วกัญญา,สกลนคร-1,11,เศรษฐกิจ
8,นาย,,อภิวัฒน์,มีชัย,สกลนคร-1,43,พลังประชารัฐ
9,นาย,,บุญญามี,วงค์ศรีดา,สกลนคร-1,10,ทางเลือกใหม่
10,นาย,,ไชยสนิท,พานาดา,สกลนคร-1,56,เพื่อบ้านเมือง
1,นาย,,อภิชาติ,ตีรสวัสดิชัย,สกลนคร-2,9,เพื่อไทย
2,นาย,,ภาสพล,อุฬารกุล,สกลนคร-2,46,ประชาชน
3,นางสาว,,เพชรา,อัคราชศรี,สกลนคร-2,6,รวมไทยสร้างชาติ
4,นาย,,ชาตรี,หล้าพรหม,สกลนคร-2,42,กล้าธรรม
5,นางสาว,,ณภัชชา,ศิลปะรายะ,สกลนคร-2,37,ภูมิใจไทย
6,นาย,,นิยม,เวชกามา,สกลนคร-2,44,โอกาสใหม่
7,นางสาว,,นัฐภรณ์,วงค์ชาชม,สกลนคร-2,27,ประชาธิปัตย์
8,นาย,,วิชิต,ม่อมพะเนาว์,สกลนคร-2,11,เศรษฐกิจ
1,นาย,,ประเวศ,จันทร์ตื้อ,สกลนคร-3,27,ประชาธิปัตย์
2,นาย,,ชูพงศ์,คำจวง,สกลนคร-3,44,โอกาสใหม่
3,นาย,,สิริวุฒิ,ศุภวุฒิ,สกลนคร-3,46,ประชาชน
4,นางสาว,,จิรัชยา,สัพโส,สกลนคร-3,9,เพื่อไทย
5,นาย,,ครองโชค,เฟือยงาราช,สกลนคร-3,6,รวมไทยสร้างชาติ
6,นาย,,อภิลักษณ์,เคนไชยวงศ์,สกลนคร-3,37,ภูมิใจไทย
7,นางสาว,,ศรีประไพ,ประสงค์ใด,สกลนคร-3,11,เศรษฐกิจ
8,นาย,,ทนงศิลป์,วจีสิงห์,สกลนคร-3,42,กล้าธรรม
9,นาย,,รุ่งโรจน์,ศรีคันธร,สกลนคร-3,36,ไทยพร้อม
1,นาย,,ไพบูลย์,มาตยาคุณ,สกลนคร-4,23,ปวงชนไทย
2,นาย,,สุวิทย์,สุดพุด,สกลนคร-4,27,ประชาธิปัตย์
3,นาย,,วีรศักดิ์,พรหมภักดี,สกลนคร-4,42,กล้าธรรม
4,นาย,,ปริยัติ,วงศ์ธิเบศร์,สกลนคร-4,37,ภูมิใจไทย
5,นาย,,อครเดช,ยังแสนภูม,สกลนคร-4,6,รวมไทยสร้างชาติ
6,นาย,,พัฒนา,สัพโส,สกลนคร-4,9,เพื่อไทย
7,นาง,,ปรานี,วัฒนาประดิษฐชัย,สกลนคร-4,46,ประชาชน
8,นาย,,ประยง,บุญยอด,สกลนคร-4,8,ประชาธิปไตยใหม่
9,ส.อ.,,ชัยวัน,ราชชมภู,สกลนคร-4,11,เศรษฐกิจ
1,นาย,,ธีระชัย,โสนาเรือ,สกลนคร-5,7,พลวัต
2,นางสาว,,วงศ์อะเคื้อ,บุญศล,สกลนคร-5,42,กล้าธรรม
3,นาย,,บัญชา,จันทศรี,สกลนคร-5,46,ประชาชน
4,นางสาว,,อภิญญา,พันทะสา,สกลนคร-5,9,เพื่อไทย
5,นาย,,ชัยมงคล,ไชยรบ,สกลนคร-5,37,ภูมิใจไทย
6,นาย,,ประยงค์,ไชยพร,สกลนคร-5,6,รวมไทยสร้างชาติ
7,นางสาว,,ยุพวรรณ์,สิทธิคงศักดิ์,สกลนคร-5,27,ประชาธิปัตย์
8,นาง,,สมร,เขียวเชย,สกลนคร-5,8,ประชาธิปไตยใหม่
9,นาง,,เกษา,พลข้อ,สกลนคร-5,11,เศรษฐกิจ
1,นาย,,สุรศักดิ์,เดชโฮม,สกลนคร-6,27,ประชาธิปัตย์
2,นางสาว,,ธัญญ์ลภัสส์,โสรินทร์,สกลนคร-6,6,รวมไทยสร้างชาติ
3,นาย,,ฉลอง,สุวรรณโคตร,สกลนคร-6,42,กล้าธรรม
4,นางสาว,,สกุณา,สาระนันท์,สกลนคร-6,9,เพื่อไทย
5,นาย,,บรม,เอ่งฉ้วน,สกลนคร-6,37,ภูมิใจไทย
6,นาย,,ธนชาติ,ไชยทองพันธ์,สกลนคร-6,46,ประชาชน
7,นาย,,รุ่งเรืองชัย,โสภา,สกลนคร-6,43,พลังประชารัฐ
8,นาย,,ธนัฐ,จันทร์มาลา,สกลนคร-6,11,เศรษฐกิจ
9,นาย,,กิตติศักดิ์,ฮาบพนม,สกลนคร-6,36,ไทยพร้อม
1,นาย,,ตี๋ธีระยุทธ,รัศมี,สกลนคร-7,37,ภูมิใจไทย
2,นาย,,สิงห์โต,ฮกทวายทา,สกลนคร-7,27,ประชาธิปัตย์
3,นาย,,อิสรพงษ์,อุประ,สกลนคร-7,9,เพื่อไทย
4,นาย,,อภิชิต,ถาบุตร,สกลนคร-7,46,ประชาชน
5,นางสาว,,วนิดา,พรหมชาติ,สกลนคร-7,42,กล้าธรรม
6,นาง,,ทัศนีย์,ศรีถาพร,สกลนคร-7,23,ปวงชนไทย
7,นาย,,พจนาถ,ธานะราช,สกลนคร-7,43,พลังประชารัฐ
8,นาย,,เพิ่มศักดิ์,จันทร์แดง,สกลนคร-7,36,ไทยพร้อม
9,นาย,,จักรพงศ์,อินทลบ,สกลนคร-7,11,เศรษฐกิจ
1,นางสาว,,ศุภพานี,โพธิ์สุ,นครพนม-1,37,ภูมิใจไทย
2,นาย,,อธิราช,น้อยนาง,นครพนม-1,48,ไทยสร้างไทย
3,นาย,,ภูมิพัฒน์,พชรทรัพย์,นครพนม-1,9,เพื่อไทย
4,นาย,,นัฐกร,ศรีวังไสย์,นครพนม-1,42,กล้าธรรม
5,นาย,,เทิดศักดิ์,แพงสาร,นครพนม-1,46,ประชาชน
6,นาย,,ธงทิพย์ชลิต,แห่สถิตย์,นครพนม-1,23,ปวงชนไทย
7,นาย,,ยุทธศักดิ์,โพธิ์ละคร,นครพนม-1,36,ไทยพร้อม
8,นาย,,บุญเลิศ,พงษ์พิศ,นครพนม-1,27,ประชาธิปัตย์
9,นาย,,ดาบชัย,ทัดสา,นครพนม-1,11,เศรษฐกิจ
10,นางสาว,,สุกัญญา,ชาลีวงษ์,นครพนม-1,6,รวมไทยสร้างชาติ
1,นาง,,มนพร,เจริญศรี,นครพนม-2,9,เพื่อไทย
2,นาย,,ณพจน์ศกร,ทรัพยสิทธิ์,นครพนม-2,37,ภูมิใจไทย
3,นาย,,พิศาล,บุพศิริ,นครพนม-2,46,ประชาชน
4,นาย,,ธนชาต,ธนโชติพิพิธ,นครพนม-2,42,กล้าธรรม
5,นาย,,ประยงค์,สดมุ้ย,นครพนม-2,11,เศรษฐกิจ
6,นางสาว,,จารุนันท์,วรรณวงค์,นครพนม-2,6,รวมไทยสร้างชาติ
7,นาย,,อินหวา,ระมงคล,นครพนม-2,27,ประชาธิปัตย์
8,นาย,,สุริน,ไตริน,นครพนม-2,36,ไทยพร้อม
9,นาย,,สมพงษ์,มณีรัตน์,นครพนม-2,23,ปวงชนไทย
10,นาย,,กิติศักดิ์,จำปา,นครพนม-2,10,ทางเลือกใหม่
1,นาง,,เกศราพร,พูลสวัสดิ์,นครพนม-3,11,เศรษฐกิจ
2,นาย,,วุฒิรัฐ,แก้วเขื่อง,นครพนม-3,46,ประชาชน
3,นาย,,ธงชัย,พานิชดี,นครพนม-3,23,ปวงชนไทย
4,นาย,,อลงกต,มณีกาศ,นครพนม-3,37,ภูมิใจไทย
5,นาย,,จักรพงษ์,ปทุมไกยะ,นครพนม-3,42,กล้าธรรม
6,นาย,,ธนากรณ์,ปราณีนิตย์,นครพนม-3,9,เพื่อไทย
7,นาย,,ศุภกิจ,โพธิ์ศรีมีสุข,นครพนม-3,6,รวมไทยสร้างชาติ
8,นาย,,ธนะศักดิ์,อุปพงษ์,นครพนม-3,36,ไทยพร้อม
9,นาย,,กิตติศักดิ์,ชมจันทร์,นครพนม-3,27,ประชาธิปัตย์
1,นาย,,ชาญชัย,คำจำปา,นครพนม-4,9,เพื่อไทย
2,นาย,,วุฒิพงษ์,มีบุญ,นครพนม-4,46,ประชาชน
3,นาย,,ชูกัน,กุลวงษา,นครพนม-4,37,ภูมิใจไทย
4,นาย,,วิลัย,ยศสุริยะชัย,นครพนม-4,23,ปวงชนไทย
5,นางสาว,,เกษราภัส,เชื้อคำเพ็ง,นครพนม-4,42,กล้าธรรม
6,นางสาว,,รัตติภรณ์,ทุมเที่ยง,นครพนม-4,11,เศรษฐกิจ
