number,prefix,specialPrefix,firstName,lastName,const_id,partyNumber,party
1,นางสาว,,ลลิดา,เพริศวิวัฒนา,กรุงเทพมหานคร-1,37,ภูมิใจไทย
2,นาง,,แสนสุข,อุทยานินทร์,กรุงเทพมหานคร-1,11,เศรษฐกิจ
3,นาย,,อัครพล,คฤหเดชรัตนา,กรุงเทพมหานคร-1,42,กล้าธรรม
4,นาย,,ธนะสิทธิ์,ล้อสุวรรณทีปต์,กรุงเทพมหานคร-1,7,พลวัต
5,นาย,,ปารเมศ,วิทยารักษ์สรรค์,กรุงเทพมหานคร-1,46,ประชาชน
6,นาย,,พลัฏฐ์,ศิริกุลพิสุทธิ์,กรุงเทพมหานคร-1,6,รวมไทยสร้างชาติ
7,นาย,,ภัทรพล,หมดมลทิน,กรุงเทพมหานคร-1,29,ไทยภักดี
8,นาย,,ญาณกิตติ์,ห่วงทรัพย์,กรุงเทพมหานคร-1,9,เพื่อไทย
9,นาย,,พีรวุฒิ,พิมพ์สมฤดี,กรุงเทพมหานคร-1,27,ประชาธิปัตย์
10,นาย,,วีรยุทธ,ประกอบการ,กรุงเทพมหานคร-1,23,ปวงชนไทย
11,นาย,,พิเชษฐ์,ไทยนิยม,กรุงเทพมหานคร-1,48,ไทยสร้างไทย
12,นาย,,แทนคุณ,จิตต์อิสระ,กรุงเทพมหานคร-1,44,โอกาสใหม่
13,นาย,,เลิศชาย,สุจริตกุล,กรุงเทพมหานคร-1,24,วิชชั่นใหม่
14,นาย,,มงคล,เสมอภาพ,กรุงเทพมหานคร-1,8,ประชาธิปไตยใหม่
15,นาย,,อดัม,ชินรัตนพิสิทธิ์,กรุงเทพมหานคร-1,35,รักชาติ
16,นาย,,กานต์,กิตติอำพน,กรุงเทพมหานคร-1,49,ไทยก้าวใหม่
17,นาย,,ประสงค์,ประสพโชค,กรุงเทพมหานคร-1,10,ทางเลือกใหม่
18,นาย,,กิตติคุณ,ชื่นแย้ม,กรุงเทพมหานคร-1,43,พลังประชารัฐ
1,นางสาว,,วรสิริ,สุพานิชวรภาชน์,กรุงเทพมหานคร-2,23,ปวงชนไทย
2,นาย,,เสกสิทธิ์,แย้มสงวนศักดิ์,กรุงเทพมหานคร-2,46,ประชาชน
3,นางสาว,,วิลาสินี,แป๊ะสมัน,กรุงเทพมหานคร-2,42,กล้าธรรม
4,นางสาว,,พัชรินทร์,ซำศิริพงษ์,กรุงเทพมหานคร-2,37,ภูมิใจไทย
5,นาย,,เดวิด,มกรพงศ์,กรุงเทพมหานคร-2,9,เพื่อไทย
6,นาย,,กรณิศ,บัวจันทร์,กรุงเทพมหานคร-2,44,โอกาสใหม่
7,นาย,,วนัส,ฮ้อแสงชัย,กรุงเทพมหานคร-2,6,รวมไทยสร้างชาติ
8,นาย,,ภูเชษฐ์,เผดิมปราชญ์,กรุงเทพมหานคร-2,48,ไทยสร้างไทย
9,นาง,,กุลธิภัสร์,ธนวีรชุติวัฒน์,กรุงเทพมหานคร-2,49,ไทยก้าวใหม่
10,นาย,,ชุติ,ปลื้มรุ่งเรือง,กรุงเทพมหานคร-2,35,รักชาติ
11,นาย,,เจษฎา,เลิศธนสาร,กรุงเทพมหานคร-2,27,ประชาธิปัตย์
12,นาย,,นิกม์,แสงศิรินาวิน,กรุงเทพมหานคร-2,43,พลังประชารัฐ
13,นาย,,กิตติธัช,สาสนะ,กรุงเทพมหานคร-2,11,เศรษฐกิจ
14,นาง,,อิสราพร,นรินทร์,กรุงเทพมหานคร-2,29,ไทยภักดี
15,นาย,,เลิศสุวัฒน์,วงศ์สุวรรณ,กรุงเทพมหานคร-2,56,เพื่อบ้านเมือง
1,นาย,,สุกฤษฏิ์ชัย,ธีระเริงฤทธิ์,กรุงเทพมหานคร-3,49,ไทยก้าวใหม่
2,นางสาว,,เพ็ญพิสุทธิ์,จินตโสภณ,กรุงเทพมหานคร-3,9,เพื่อไทย
3,นาย,,อภิมุข,ฉันทวานิช,กรุงเทพมหานคร-3,27,ประชาธิปัตย์
4,นาย,,ปรีชา,บุดดีจีน,กรุงเทพมหานคร-3,48,ไทยสร้างไทย
5,นาย,,นรุตม์ชัย,บุนนาค,กรุงเทพมหานคร-3,42,กล้าธรรม
6,นาย,,ชูชาติ,ชาญเชิงศิลปกุล,กรุงเทพมหานคร-3,11,เศรษฐกิจ
7,นาย,,ณัฐฏ์,รุ่งเรือง,กรุงเทพมหานคร-3,24,วิชชั่นใหม่
8,นาย,,ธีระพงษ์,มงคลวัฒนลีลา,กรุงเทพมหานคร-3,43,พลังประชารัฐ
9,นาย,,จรยุทธ,จตุรพรประสิทธิ์,กรุงเทพมหานคร-3,46,ประชาชน
10,นางสาว,,ดวงกมล,อดุลย์เศรณี,กรุงเทพมหานคร-3,7,พลวัต
11,นาย,,กันต์ณกฤต,ยูนิพันธ์,กรุงเทพมหานคร-3,6,รวมไทยสร้างชาติ
12,นาย,,สาโรช,ต่อเทียนชัย,กรุงเทพมหานคร-3,37,ภูมิใจไทย
13,นาย,,กิตติพศ,ถนอมวรารักษ์,กรุงเทพมหานคร-3,35,รักชาติ
14,นางสาว,,ปัณณรัตน์,พนิตสิรินันท์,กรุงเทพมหานคร-3,44,โอกาสใหม่
1,นาย,,พงศกร,ขวัญเมือง,กรุงเทพมหานคร-4,27,ประชาธิปัตย์
2,นาย,,ภัณฑิล,น่วมเจิม,กรุงเทพมหานคร-4,46,ประชาชน
3,นาย,,ชยพงศ์,สายฟ้า,กรุงเทพมหานคร-4,49,ไทยก้าวใหม่
4,นางสาว,,บุณยกร,ดำรงรัตน์,กรุงเทพมหานคร-4,9,เพื่อไทย
5,นาย,,เรืองไกร,ลีกิจวัฒนะ,กรุงเทพมหานคร-4,43,พลังประชารัฐ
6,นาย,,เขตรัฐ,เหล่าธรรมทัศน์,กรุงเทพมหานคร-4,37,ภูมิใจไทย
7,นาย,,อิทธิพัทธ์,โศภวัฒนาสิริ,กรุงเทพมหานคร-4,23,ปวงชนไทย
8,นาย,,รุจิระ,อัคราพิริยพงศ์,กรุงเทพมหานคร-4,48,ไทยสร้างไทย
9,ว่าที่ร้อยตรีหญิง,,ปภัสราวรรณ,ม่วงไหม,กรุงเทพมหานคร-4,42,กล้าธรรม
10,นาย,,บุญเกียรติ,วิศาลโกศล,กรุงเทพมหานคร-4,11,เศรษฐกิจ
11,นาย,,สรยุทธ,ลิขิตอาภากุล,กรุงเทพมหานคร-4,35,รักชาติ
12,นาย,,สกลภัทร,ประยูรรัตน์,กรุงเทพมหานคร-4,6,รวมไทยสร้างชาติ
13,นางสาว,,พรพิมล,ฉิมสวัสดิ์,กรุงเทพมหานคร-4,44,โอกาสใหม่
1,นาย,,ปฎิวัติ,ตรองจิตต์,กรุงเทพมหานคร-5,48,ไทยสร้างไทย
2,นางสาว,,บุณยนุช,ปทิตหิรัณยา,กรุงเทพมหานคร-5,43,พลังประชารัฐ
3,นาย,,ประสพ,โกมลมาศ,กรุงเทพมหานคร-5,49,ไทยก้าวใหม่
4,นาย,,ประเดิมชัย,บุญช่วยเหลือ,กรุงเทพมหานคร-5,37,ภูมิใจไทย
5,นาย,,ปณิธิ,บวรวนิชยกูร,กรุงเทพมหานคร-5,35,รักชาติ
6,นาย,,ปิติกรณ์,บรรณเภสัช,กรุงเทพมหานคร-5,46,ประชาชน
7,นางสาว,,สุภกฤตา,ธงไชย,กรุงเทพมหานคร-5,6,รวมไทยสร้างชาติ
8,นาย,,ทนัฏฐ์,ปานโสภณ,กรุงเทพมหานคร-5,7,พลวัต
9,นาย,,ศุข,ศักดิ์ณรงค์เดช,กรุงเทพมหานคร-5,42,กล้าธรรม
10,นาย,,ถวิล,รัตตะมณี,กรุงเทพมหานคร-5,44,โอกาสใหม่
11,นาย,,มานิตย์,ทองประชาญ,กรุงเทพมหานคร-5,11,เศรษฐกิจ
12,นาย,,นนธนัตถ์,บุนนาค,กรุงเทพมหานคร-5,27,ประชาธิปัตย์
13,นาย,,ขจรศักดิ์,ประดิษฐาน,กรุงเทพมหานคร-5,9,เพื่อไทย
14,นางสาว,,เฌอมินทร์,สถิตโอฬารโรจน์,กรุงเทพมหานคร-5,23,ปวงชนไทย
15,นาย,,ณัฐสุรัช,หงษ์วิจิตปรีชา,กรุงเทพมหานคร-5,56,เพื่อบ้านเมือง
16,นาย,,วศิน,รัตตะรังสี,กรุงเทพมหานคร-5,24,วิชชั่นใหม่
1,นาย,,โชติพงศ์,สรรเสริญ,กรุงเทพมหานคร-6,49,ไทยก้าวใหม่
2,นาย,,ณรงค์ชัย,เมืองครอง,กรุงเทพมหานคร-6,42,กล้าธรรม
3,นาย,,ชณทัต,ปัทะมะภูวดล,กรุงเทพมหานคร-6,6,รวมไทยสร้างชาติ
4,นาย,,สหัสวรรษ,วีระมงคลกุล,กรุงเทพมหานคร-6,9,เพื่อไทย
5,นางสาว,,ศิริภา,อินทวิเชียร,กรุงเทพมหานคร-6,27,ประชาธิปัตย์
6,นาย,,อิง,อิงคตานุวัฒน์,กรุงเทพมหานคร-6,29,ไทยภักดี
7,นาย,,กัณตภณ,ดวงอัมพร,กรุงเทพมหานคร-6,46,ประชาชน
8,นาย,,วรวิช,กมลโชติรส,กรุงเทพมหานคร-6,35,รักชาติ
9,พลตรี,,ดนัย,ดิษาภิรมย์,กรุงเทพมหานคร-6,48,ไทยสร้างไทย
10,นาย,,กชพล,จิตต์มั่นการ,กรุงเทพมหานคร-6,7,พลวัต
11,นางสาว,,อรพินทร์,เพชรทัต,กรุงเทพมหานคร-6,44,โอกาสใหม่
12,นาย,,เจนวิทย์,สิริญาณสรณ์,กรุงเทพมหานคร-6,8,ประชาธิปไตยใหม่
13,นาย,,นรเสฏฐ์,เธียรประสิทธิ์,กรุงเทพมหานคร-6,37,ภูมิใจไทย
14,นาย,,อัศวิน,อัศวินวิจิตร,กรุงเทพมหานคร-6,11,เศรษฐกิจ
15,นาย,,สมชาย,คงศิริวงค์,กรุงเทพมหานคร-6,20,ฟิวชัน
16,นางสาว,,จงชนก,พัชรประภากร,กรุงเทพมหานคร-6,23,ปวงชนไทย
1,นาย,,พงศ์พล,เตมีย์,กรุงเทพมหานคร-7,27,ประชาธิปัตย์
2,นาง,,กิติมา,สิงห์ลา,กรุงเทพมหานคร-7,7,พลวัต
3,นาย,,พุฒิพงศ์,อินทรสุวรรณ,กรุงเทพมหานคร-7,9,เพื่อไทย
4,นาย,,ชื่นชอบ,คงอุดม,กรุงเทพมหานคร-7,6,รวมไทยสร้างชาติ
5,นางสาว,,ชลิดา,สุวรรณโชติ,กรุงเทพมหานคร-7,48,ไทยสร้างไทย
6,นาง,,ลลิตา,ฤกษ์สำราญ,กรุงเทพมหานคร-7,37,ภูมิใจไทย
7,นาย,,ศุภฤทธิ์,มั่นนทีรัย,กรุงเทพมหานคร-7,42,กล้าธรรม
8,นางสาว,,ภัสริน,รามวงศ์,กรุงเทพมหานคร-7,46,ประชาชน
9,ร้อยตำรวจเอก,,วัฒนรักษ์,อำนรรฆสรเดช,กรุงเทพมหานคร-7,43,พลังประชารัฐ
10,นาย,,เรวัตร,คงชาติ,กรุงเทพมหานคร-7,49,ไทยก้าวใหม่
11,ร้อยตำรวจตรี,,เสน่ห์,ชัยทร,กรุงเทพมหานคร-7,20,ฟิวชัน
12,นาย,,ณพวุฒิ,จุลไสย,กรุงเทพมหานคร-7,44,โอกาสใหม่
13,พลโท,,มนัส,แถบทอง,กรุงเทพมหานคร-7,11,เศรษฐกิจ
1,นาย,,ชยพล,สท้อนดี,กรุงเทพมหานคร-8,46,ประชาชน
2,นางสาว,,วีริสรา,ช่วงยรรยง,กรุงเทพมหานคร-8,23,ปวงชนไทย
3,นาย,,พงศ์ฐิติ,พงศ์ศิลามณี,กรุงเทพมหานคร-8,29,ไทยภักดี
4,นางสาว,,พิมพ์ณดา,ธีระประจักษ์ชาติ,กรุงเทพมหานคร-8,42,กล้าธรรม
5,นาย,,สุรชาติ,เทียนทอง,กรุงเทพมหานคร-8,9,เพื่อไทย
6,นาย,,อนุชาญ,กวางทอง,กรุงเทพมหานคร-8,43,พลังประชารัฐ
7,นาย,,อนันตชาติ,บัวสุวรรณ์,กรุงเทพมหานคร-8,44,โอกาสใหม่
8,นาย,,ชญาพัฒน์,โปร่งปรีชา,กรุงเทพมหานคร-8,49,ไทยก้าวใหม่
9,นาย,,จักร์กวินทร์,ภู่สวาสดิ์,กรุงเทพมหานคร-8,48,ไทยสร้างไทย
10,นางสาว,,สุวีรา,เติมรุ่งเรืองเลิศ,กรุงเทพมหานคร-8,35,รักชาติ
11,นาย,,วิษณุ,วราโชติเศรษฐ์,กรุงเทพมหานคร-8,11,เศรษฐกิจ
12,นาย,,ไชยยศ,ศรีสกุล,กรุงเทพมหานคร-8,7,พลวัต
13,นาย,,ฤกษ์อารี,นานา,กรุงเทพมหานคร-8,37,ภูมิใจไทย
14,นาย,,ระพีพัฒน์,สุเมธโชติเมธา,กรุงเทพมหานคร-8,27,ประชาธิปัตย์
15,นางสาว,,อรัญญา,มณีแจ่ม,กรุงเทพมหานคร-8,6,รวมไทยสร้างชาติ
16,นาย,,วสันต์,ทองคำ,กรุงเทพมหานคร-8,24,วิชชั่นใหม่
1,นางสาว,,วิเวียน,จุลมนต์,กรุงเทพมหานคร-9,27,ประชาธิปัตย์
2,นางสาว,,วรินทร์ลดา,วงศ์ศรีรัฐ,กรุงเทพมหานคร-9,48,ไทยสร้างไทย
3,นาย,,ธราธพ,ชาตรี,กรุงเทพมหานคร-9,49,ไทยก้าวใหม่
4,นาย,,ชัยวัฒน์,โพธิจันทร์,กรุงเทพมหานคร-9,7,พลวัต
5,นาย,,ศุภณัฐ,มีนชัยนันท์,กรุงเทพมหานคร-9,46,ประชาชน
6,นางสาว,,ณัฐวรินธร,บวรภัควุฒิสิริ,กรุงเทพมหานคร-9,37,ภูมิใจไทย
7,นางสาว,,พัชรวณัน,เบ็ญจวิทย์วิไล,กรุงเทพมหานคร-9,35,รักชาติ
8,นาย,,สายัณต์,จันทร์เหมือนเผือก,กรุงเทพมหานคร-9,9,เพื่อไทย
9,นาย,,วัทธิกร,หรุ่นศิริ,กรุงเทพมหานคร-9,6,รวมไทยสร้างชาติ
10,นาย,,รัตนมงคล,เลิศทวีวิทย์,กรุงเทพมหานคร-9,42,กล้าธรรม
11,พันโท,,พีรพงศ์,บัวเทศ,กรุงเทพมหานคร-9,13,รวมพลังประชาชน
12,นาย,,นพพล,ปุรณะชัยคีรี,กรุงเทพมหานคร-9,56,เพื่อบ้านเมือง
13,นาย,,สุชาติ,ตามประกอบ,กรุงเทพมหานคร-9,8,ประชาธิปไตยใหม่
14,นาย,,ปัฐน์ชนนท์,คูณธนานุวัฒน์,กรุงเทพมหานคร-9,44,โอกาสใหม่
1,นาย,,ภูพิพัฒน์,สาวพัฒนะธาดา,กรุงเทพมหานคร-10,6,รวมไทยสร้างชาติ
2,นาย,,ชัยพร,แก้ววาตะ,กรุงเทพมหานคร-10,27,ประชาธิปัตย์
3,พลตำรวจตรี,,ทินกร,ณัฏฐมั่งคั่ง,กรุงเทพมหานคร-10,31,ประชากรไทย
4,นาย,,อนุวัตร,เผือกเกษม,กรุงเทพมหานคร-10,8,ประชาธิปไตยใหม่
5,นาย,,ภูมิพัฒน์,โหสกุล,กรุงเทพมหานคร-10,9,เพื่อไทย
6,นาย,,เอกราช,อุดมอำนวย,กรุงเทพมหานคร-10,46,ประชาชน
7,นาย,,วรัชณ์กิตต์,วิศาลมนัส,กรุงเทพมหานคร-10,35,รักชาติ
8,นาย,,ชณธัศน์,เหลืองวัฒนะวุฒิ,กรุงเทพมหานคร-10,11,เศรษฐกิจ
9,นาง,,กนกนุช,กลิ่นสังข์,กรุงเทพมหานคร-10,44,โอกาสใหม่
10,ว่าที่ร้อยตรีหญิง,,ภัทราวดี,นาคงาม,กรุงเทพมหานคร-10,7,พลวัต
11,นาย,,ดิษยะฤทธิ์,รู้ดี,กรุงเทพมหานคร-10,42,กล้าธรรม
12,นาย,,รนภัทร,นิธิโชติการ,กรุงเทพมหานคร-10,49,ไทยก้าวใหม่
13,นาย,,รณกร,เชียรวิชัย,กรุงเทพมหานคร-10,37,ภูมิใจไทย
14,นาย,,ไกรศักดิ์,เสาเวียง,กรุงเทพมหานคร-10,48,ไทยสร้างไทย
15,พลอากาศตรี,,ธงชัย,เพ็งเดือน,กรุงเทพมหานคร-10,54,ความหวังใหม่
16,นาย,,สาธิต,นีระวงศ์,กรุงเทพมหานคร-10,24,วิชชั่นใหม่
1,นาย,,ธีรวุฒิ,แก้วพยศ,กรุงเทพมหานคร-11,43,พลังประชารัฐ
2,นาย,,ณรงค์ศักดิ์,ฤทธิวรผล,กรุงเทพมหานคร-11,49,ไทยก้าวใหม่
3,นาย,,วรัญชัย,โชคชนะ,กรุงเทพมหานคร-11,8,ประชาธิปไตยใหม่
4,นาย,,กร,สิงห์ธีร์,กรุงเทพมหานคร-11,6,รวมไทยสร้างชาติ
5,นาง,,วันเพ็ญ,รัตน์นิธิพงศ์,กรุงเทพมหานคร-11,48,ไทยสร้างไทย
6,นาย,,พงศกร,ตันติพรหม,กรุงเทพมหานคร-11,29,ไทยภักดี
7,นางสาว,,รัตติกาล,แก้วเกิดมี,กรุงเทพมหานคร-11,9,เพื่อไทย
8,นาย,,ธีระเดช,นาซีก,กรุงเทพมหานคร-11,42,กล้าธรรม
9,นางสาว,,ธนาภา,อัครมะหะเวทน์,กรุงเทพมหานคร-11,31,ประชากรไทย
10,นาวาอากาศเอก(พิเศษ),,นที,คชทิน,กรุงเทพมหานคร-11,7,พลวัต
11,ว่าที่ร้อยตรี,,เทวิน,พิมพ์พันธุ์,กรุงเทพมหานคร-11,15,อนาคตไทย
12,นาย,,ธนธรรม,เจิดรังษี,กรุงเทพมหานคร-11,11,เศรษฐกิจ
13,นาย,,เอกภพ,เหลืองประเสริฐ,กรุงเทพมหานคร-11,37,ภูมิใจไทย
14,นางสาว,,รมิดา,อินทะแพทย์,กรุงเทพมหานคร-11,27,ประชาธิปัตย์
15,นางสาว,,ศศินันท์,ธรรมนิฐินันท์,กรุงเทพมหานคร-11,46,ประชาชน
16,นาย,,ชนะ,ยาดี,กรุงเทพมหานคร-11,56,เพื่อบ้านเมือง
17,ว่าที่ร้อยโท,,จักร์,บุนนาค,กรุงเทพมหานคร-11,44,โอกาสใหม่
18,นาย,,ภูริจิวัจน์,วชิรวณิชกิจ,กรุงเทพมหานคร-11,24,วิชชั่นใหม่
1,นางสาว,,ณัฎฐามณี,คณโชติพิพัฒน์,กรุงเทพมหานคร-12,8,ประชาธิปไตยใหม่
2,นางสาว,,จิดาภา,วิไลวรางกูร,กรุงเทพมหานคร-12,49,ไทยก้าวใหม่
3,นาย,,พิเชฐ,เดชอรัญ,กรุงเทพมหานคร-12,44,โอกาสใหม่
4,นางสาว,,อิสรีย์,อัศวรากาญจน์,กรุงเทพมหานคร-12,35,รักชาติ
5,นางสาว,,ณัฐธยาน์,สิงห์คำนาราภูมิ,กรุงเทพมหานคร-12,31,ประชากรไทย
6,นาง,,พิมชนก,เก่าเจริญ,กรุงเทพมหานคร-12,27,ประชาธิปัตย์
7,นาง,,ศิริวรรณ,พงษ์พานิชย์,กรุงเทพมหานคร-12,48,ไทยสร้างไทย
8,นางสาว,,ปราณิสา,สุดวิเศษ,กรุงเทพมหานคร-12,7,พลวัต
9,นางสาว,,นพวรรณ,หัวใจมั่น,กรุงเทพมหานคร-12,43,พลังประชารัฐ
10,นาย,,พุฒิพัฒน์,ธีรสกุลสิทธิ์,กรุงเทพมหานคร-12,23,ปวงชนไทย
11,นาย,,ธนกฤต,ธนิศราพงศ์,กรุงเทพมหานคร-12,6,รวมไทยสร้างชาติ
12,นาย,,ภูร์ผา,ไทยแท้,กรุงเทพมหานคร-12,9,เพื่อไทย
13,นาง,,ศลิษา,สิงหเสนี,กรุงเทพมหานคร-12,37,ภูมิใจไทย
14,นางสาว,,กรกมล,บุญเฉย,กรุงเทพมหานคร-12,11,เศรษฐกิจ
15,นาย,,ภูริวรรธก์,ใจสำราญ,กรุงเทพมหานคร-12,46,ประชาชน
16,นาย,,นนท์ปวิธ,แก้วงาม,กรุงเทพมหานคร-12,42,กล้าธรรม
1,นางสาว,,รุ่งนภา,ทองประคำ,กรุงเทพมหานคร-13,11,เศรษฐกิจ
2,นาย,,แมน,เจริญวัลย์,กรุงเทพมหานคร-13,9,เพื่อไทย
3,นาย,,ศุกล,กุลสิงห์,กรุงเทพมหานคร-13,37,ภูมิใจไทย
4,นาย,,อนุศักดิ์,กาญจนี,กรุงเทพมหานคร-13,7,พลวัต
5,นาย,,ศุรุท,เกษมณีภูรเดช,กรุงเทพมหานคร-13,44,โอกาสใหม่
6,นาย,,ธัญญะ,เมษประสาท,กรุงเทพมหานคร-13,23,ปวงชนไทย
7,เรืออากาศโท,,ธนเดช,เพ็งสุข,กรุงเทพมหานคร-13,46,ประชาชน
8,นาย,,ภาณุพงศ์,ลักษณวิศิษฏ์,กรุงเทพมหานคร-13,27,ประชาธิปัตย์
9,นาย,,ฐิติพัฒณ์,จันทร์แก้ว,กรุงเทพมหานคร-13,35,รักชาติ
10,นาย,,เตชสิทธิ์,ดนตรีรักษ์,กรุงเทพมหานคร-13,42,กล้าธรรม
11,นาย,,กฤษฎ์,เครือเจริญพร,กรุงเทพมหานคร-13,6,รวมไทยสร้างชาติ
12,นาย,,สมบัติ,มหาโคตร,กรุงเทพมหานคร-13,43,พลังประชารัฐ
13,นาย,,ดนัย,อินทรพยุง,กรุงเทพมหานคร-13,49,ไทยก้าวใหม่
14,นางสาว,,ทิฆัมพร,อัศวสิรินิมิต,กรุงเทพมหานคร-13,48,ไทยสร้างไทย
15,นาย,,วัชรพนต์,วัฒนาอาภรณ์ชัย,กรุงเทพมหานคร-13,56,เพื่อบ้านเมือง
16,นาย,,ณัษฐพงษ์,วุฒิพงศ์เตชากิจ,กรุงเทพมหานคร-13,24,วิชชั่นใหม่
1,ร.อ.,,พิชาญศักดิ์,บุญมาศ,กรุงเทพมหานคร-14,27,ประชาธิปัตย์
2,นาย,,พงศกร,รัตนเรืองวัฒนา,กรุงเทพมหานคร-14,9,เพื่อไทย
3,นาย,,ศุภพิพัฒน์,บัลนาลังก์,กรุงเทพมหานคร-14,49,ไทยก้าวใหม่
4,นาย,,ไชยอนันต์,ตรีไพบูลย์,กรุงเทพมหานคร-14,44,โอกาสใหม่
5,นาย,,กิตติศักดิ์,บุญพิทักษ์วุฒิ,กรุงเทพมหานคร-14,7,พลวัต
6,นาย,,ศรราม,สีบุญเรือง,กรุงเทพมหานคร-14,42,กล้าธรรม
7,นาย,,รัชฏะ,สมรทินกร,กรุงเทพมหานคร-14,43,พลังประชารัฐ
8,นาย,,ธีระยุทธ,อรุณพูลทรัพย์,กรุงเทพมหานคร-14,11,เศรษฐกิจ
9,นาย,,ฐีรทรัพย์,อภิญญาภรณ์,กรุงเทพมหานคร-14,48,ไทยสร้างไทย
10,นาย,,ปรีชาชัย,พิพรรธน์ธนาดุล,กรุงเทพมหานคร-14,6,รวมไทยสร้างชาติ
11,นางสาว,,อาภา,กลิ่นหอม,กรุงเทพมหานคร-14,29,ไทยภักดี
12,นาง,,ชนิดาภา,สนิมทอง,กรุงเทพมหานคร-14,23,ปวงชนไทย
13,นางสาว,,ฐิติภัสร์,โชติเดชาชัยนันต์,กรุงเทพมหานคร-14,37,ภูมิใจไทย
14,นาย,,ก่อเกียรติ,ก่อสูงศักดิ์,กรุงเทพมหานคร-14,46,ประชาชน
15,นาย,,จิรยุทธ,บุญแต่ง,กรุงเทพมหานคร-14,28,ไทยก้าวหน้า
16,นาย,,อริย์ธัช,สายสุวรรณ์,กรุงเทพมหานคร-14,35,รักชาติ
1,นาย,,สัญชัย,บัตรตรา,กรุงเทพมหานคร-15,35,รักชาติ
2,นาย,,กรกฤษณ์,วงศ์คุณหยก,กรุงเทพมหานคร-15,23,ปวงชนไทย
3,นาย,,นรชัย,ไชยสังข์,กรุงเทพมหานคร-15,11,เศรษฐกิจ
4,นางสาว,,ชัญญาพัชญ์,ธนโชติสวัสดิพร,กรุงเทพมหานคร-15,6,รวมไทยสร้างชาติ
5,นาย,,ถนอม,อ่อนเกตุพล,กรุงเทพมหานคร-15,37,ภูมิใจไทย
6,นาย,,พลภูมิ,วิภัติภูมิประเทศ,กรุงเทพมหานคร-15,9,เพื่อไทย
7,นางสาว,,ปวริศา,คุณาวรนนท์,กรุงเทพมหานคร-15,42,กล้าธรรม
8,นาย,,วิทวัส,ติชะวาณิชย์,กรุงเทพมหานคร-15,46,ประชาชน
9,นางสาว,,ฐิตยากร,พรโรจนากูร,กรุงเทพมหานคร-15,27,ประชาธิปัตย์
10,นางสาว,,ณอร,จิรกรภิรมย์,กรุงเทพมหานคร-15,49,ไทยก้าวใหม่
11,นาย,,กิตติพงศ์,ท่าพิกุล,กรุงเทพมหานคร-15,43,พลังประชารัฐ
12,นาย,,สุวัจชัย,พิมพ์สุภาพร,กรุงเทพมหานคร-15,48,ไทยสร้างไทย
13,นาย,,นันทวัชร์,กูลเกื้อศิประไพ,กรุงเทพมหานคร-15,24,วิชชั่นใหม่
14,ร้อยตำรวจโท,,ชลประทาน,ชื่นมนต์ชัย,กรุงเทพมหานคร-15,56,เพื่อบ้านเมือง
15,นาย,,สงกรานต์,พงษ์พันนา,กรุงเทพมหานคร-15,44,โอกาสใหม่
1,นาย,,หมวดตรีกิติภูมิ,นีละไพจิตร์,กรุงเทพมหานคร-16,43,พลังประชารัฐ
2,นาย,,ณัฐนันท์,กัลยาศิริ,กรุงเทพมหานคร-16,37,ภูมิใจไทย
3,นาย,,กันตพงศ์,นาคสุวรรณ,กรุงเทพมหานคร-16,29,ไทยภักดี
4,นาย,,ปิยชาติ,โชติช่วง,กรุงเทพมหานคร-16,11,เศรษฐกิจ
5,นาย,,อัฏฐพล,สิทธิชัยอารีกิจ,กรุงเทพมหานคร-16,6,รวมไทยสร้างชาติ
6,นาย,,สิรภพ,เอื้อชลิตนุกูล,กรุงเทพมหานคร-16,42,กล้าธรรม
7,นาย,,จิรายุ,ห่วงทรัพย์,กรุงเทพมหานคร-16,9,เพื่อไทย
8,นาย,,สุนันท์,มีนมณี,กรุงเทพมหานคร-16,27,ประชาธิปัตย์
9,ผู้ช่วยศาสตราจารย์,,วสันต์,ภู่รัสมี,กรุงเทพมหานคร-16,44,โอกาสใหม่
10,นางสาว,,พิมพ์กาญจน์,กีรติวิราปกรณ์,กรุงเทพมหานคร-16,46,ประชาชน
11,นาย,,ภาคิณ,ภูกิจสิริกุล,กรุงเทพมหานคร-16,49,ไทยก้าวใหม่
12,นาย,,ฤทธี,กิจพิพิธ,กรุงเทพมหานคร-16,48,ไทยสร้างไทย
13,นาย,,ธนพิสิฐ,จีรวงศ์ไกรสร,กรุงเทพมหานคร-16,35,รักชาติ
14,นาย,,ศุภโชค,มุ่งดี,กรุงเทพมหานคร-16,56,เพื่อบ้านเมือง
15,ว่าที่ร้อยตรี,,รัชภูมิ,ใบเรือ,กรุงเทพมหานคร-16,23,ปวงชนไทย
1,นาย,,ฐิติวัชร์,ดีประเสริฐวงศ์,กรุงเทพมหานคร-17,27,ประชาธิปัตย์
2,นาย,,วุฒิภัทร,คำประกอบ,กรุงเทพมหานคร-17,44,โอกาสใหม่
3,นาย,,กิตติศักดิ์,มูลทรัพย์,กรุงเทพมหานคร-17,24,วิชชั่นใหม่
4,นาย,,สุขสันต์,แสงศรี,กรุงเทพมหานคร-17,37,ภูมิใจไทย
5,นาย,,มังกร,ศิริศรีโพธิ์,กรุงเทพมหานคร-17,48,ไทยสร้างไทย
6,นาย,,ไพโรจน์,อิสระเสรีพงษ์,กรุงเทพมหานคร-17,9,เพื่อไทย
